	time	title	summary	link	source
26	1487963750	['nigel', 'farage', 'says', 'brexit', 'and', 'trump', 'win', 'are', 'beginning', 'of', 'global', 'revolution']	['the', 'former', 'leader', 'of', 'the', 'united', 'kingdom', 'independence', 'party', 'ukip', 'spoke', 'at', 'the', 'conservative', 'political', 'action', 'conference', 'friday', 'near', 'washington', 'dcnigel', 'farage', 'addressed', 'the', 'biggest', 'conservative', 'conference', 'in', 'america', 'on', 'friday', 'claiming', 'that', 'brexit', 'and', 'the', 'election', 'victory', 'of', 'donald', 'trump', 'were', '“the', 'beginning', 'of', 'a', 'great', 'global', 'revolution”', 'that', 'would', 'continue', 'on', 'throughout', 'the', 'west“weve', 'got', 'some', 'very', 'exciting', 'elections', 'coming', 'up', 'in', 'the', 'netherlands', 'in', 'france', 'in', 'germany”', 'the', 'former', 'leader', 'of', 'the', 'united', 'kingdom', 'independence', 'party', 'ukip', 'and', 'one', 'of', 'the', 'leading', 'figures', 'in', 'the', 'campaign', 'to', 'win', 'britains', 'referendum', 'on', 'leaving', 'the', 'eu', 'told', 'the', 'crowd', 'at', 'the', 'conservative', 'political', 'action', 'conference', 'cpac', 'continue', 'reading']	https://www.theguardian.com/us-news/2017/feb/24/nigel-farage-cpac-speech-trump-brexit-global-revolution	GuardianUK
27	1487945780	['police', 'told', 'to', 'delete', 'on', 'request', 'millions', 'of', 'images', 'of', 'innocent', 'people']	['home', 'secretary', 'says', 'any', 'unconvicted', 'persons', 'can', 'request', 'that', 'police', 'delete', 'their', 'images', 'from', 'national', 'databasethe', 'home', 'secretary', 'has', 'ordered', 'police', 'forces', 'to', 'delete', 'on', 'request', 'millions', 'of', 'images', 'of', 'innocent', 'people', 'unlawfully', 'retained', 'on', 'a', 'searchable', 'national', 'police', 'databasea', 'home', 'office', 'review', 'published', 'on', 'friday', 'found', 'that', 'police', 'forces', 'make', 'extensive', 'use', 'of', 'more', 'than', 'number', 'pictures', 'and', 'videos', 'known', 'as', 'custody', 'images', 'of', 'people', 'they', 'have', 'arrested', 'or', 'questioned', 'on', 'the', 'police', 'national', 'database', 'continue', 'reading']	https://www.theguardian.com/uk-news/2017/feb/24/police-told-to-delete-on-request-images-of-innocent-people	GuardianUK
28	1487954477	['man', 'jailed', 'for', 'two', 'years', 'for', 'shooting', 'toddler', 'with', 'air', 'rifle']	['jordan', 'walters', 'fired', 'the', 'gun', 'at', 'harry', 'studley', 'causing', 'him', 'brain', 'damage', 'after', 'taking', 'the', 'weapon', 'out', 'to', 'clean', 'ita', 'man', 'who', 'shot', 'an', 'number', 'month', 'old', 'boy', 'in', 'the', 'head', 'with', 'an', 'air', 'rifle', 'leaving', 'the', 'youngster', 'with', 'brain', 'damage', 'and', 'limited', 'vision', 'has', 'been', 'jailed', 'for', 'two', 'yearsjordan', 'walters', 'number', 'fired', 'the', 'gun', 'at', 'harry', 'studley', 'the', 'son', 'of', 'a', 'friend', 'in', 'his', 'bristol', 'flat', 'after', 'taking', 'the', 'weapon', 'out', 'to', 'clean', 'it', 'continue', 'reading']	https://www.theguardian.com/uk-news/2017/feb/24/man-jailed-for-two-years-for-shooting-toddler-with-air-rifle	GuardianUK
29	1487936976	['dup', 'spent', 'pound', 'number', 'on', 'brexit', 'ad', 'that', 'did', 'not', 'run', 'in', 'northern', 'ireland']	['advert', 'in', 'metro', 'newspaper', 'included', 'in', 'partys', 'pound', 'number', 'spend', 'on', 'eu', 'referendum', 'campaign', 'that', 'dwarfed', 'its', 'election', 'outlaythe', 'democratic', 'unionist', 'party', 'spent', 'pound', 'number', 'on', 'a', 'pro', 'brexit', 'advert', 'in', 'a', 'newspaper', 'that', 'is', 'not', 'published', 'in', 'northern', 'ireland', 'according', 'to', 'documents', 'released', 'by', 'the', 'electoral', 'commissionthe', 'advertising', 'cover', 'wrap', 'appeared', 'in', 'the', 'metro', 'elsewhere', 'in', 'the', 'uk', 'as', 'part', 'of', 'a', 'total', 'dup', 'spend', 'on', 'the', 'eu', 'referendum', 'campaign', 'of', 'pound', 'number', 'more', 'than', 'seven', 'times', 'the', 'partys', 'declared', 'expenditure', 'of', 'pound', 'number', 'on', 'the', 'number', 'general', 'election', 'continue', 'reading']	https://www.theguardian.com/politics/2017/feb/24/eu-referendum-spending-official-campaigns-investigation-opens-electoral-commission	GuardianUK
30	1488046020	['liberal', 'democrats', 'to', 'try', 'to', 'kill', 'governments', 'bill', 'to', 'restrict', 'disability', 'benefits']	['baroness', 'cathy', 'bakewell', 'says', 'conservatives', 'are', 'treating', 'disabled', 'people', 'with', 'total', 'contempt']	http://www.independent.co.uk/news/uk/politics/disability-cuts-pip-payments-mental-health-department-work-pensions-liberal-democrats-penny-mordaunt-a7599636.html	IndependentUK
31	1488038820	['ukip', 'threat', 'to', 'labour', 'heartlands', 'is', 'as', 'dangerous', 'as', 'ever', 'shadow', 'cabinet', 'member', 'warns']	['exclusive', 'john', 'healey', 'said', 'the', 'by', 'election', 'win', 'over', 'ukip', 'in', 'stoke', 'has', 'not', 'changed', 'challenges', 'facing', 'his', 'party']	http://www.independent.co.uk/news/uk/politics/ukip-labour-north-john-healey-interview-rotherham-a7598516.html	IndependentUK
32	1488025620	['deputy', 'labour', 'leader', 'tom', 'watson', 'has', 'demanded', 'things', 'have', 'to', 'change', 'after', 'humiliating', 'copeland', 'defeat']	['he', 'warned', 'that', 'mass', 'membership', 'will', 'not', 'be', 'a', 'route', 'to', 'power', 'and', 'changing', 'the', 'country']	http://www.independent.co.uk/news/uk/politics/labour-latest-jeremy-corbyn-copeland-tom-watson-things-have-to-change-a7599056.html	IndependentUK
33	1488020400	['london', 'teenagers', 'appear', 'in', 'court', 'on', 'terror', 'charges', 'after', 'planning', 'to', 'join', 'isis', 'in', 'syria']	['boys', 'aged', 'between', 'number', 'and', 'number', 'accused', 'of', 'preparing', 'terrorist', 'acts', 'or', 'spreading', 'extremist', 'material']	http://www.independent.co.uk/news/uk/crime/uk-terror-offences-isis-fighters-five-london-teenagers-charged-preparation-terrorist-acts-syria-iraq-a7598976.html	IndependentUK
34	1488012120	['david', 'miliband', 'labour', 'is', 'further', 'from', 'power', 'than', 'any', 'time', 'in', 'the', 'last', 'number', 'years']	['former', 'foreign', 'secretary', 'signals', 'a', 'potential', 'return', 'to', 'uk', 'politics', 'and', 'advocates', 'revival', 'of', 'centre', 'left', 'politics']	http://www.independent.co.uk/news/uk/politics/labour-party-latest-david-miliband-jeremy-a7598851.html	IndependentUK
35	1487981772	['human', 'remains', 'found', 'in', 'crete', 'belong', 'to', 'british', 'holidaymaker', 'steven', 'cook', 'who', 'went', 'missing', 'over', 'number', 'years', 'ago']	['we', 'have', 'truly', 'found', 'him', 'again', 'and', 'he', 'will', 'now', 'continue', 'to', 'live', 'through', 'the', 'shared', 'memories', 'of', 'all', 'that', 'knew', 'him', 'says', 'family']	http://www.independent.co.uk/news/uk/human-remains-steve-cook-crete-malia-holiday-missing-person-a7598701.html	IndependentUK
36	1487980000	['disabilities', 'minister', 'quietly', 'blocks', 'pip', 'benefit', 'payments', 'to', 'number', 'people']	['life', 'costs', 'more', 'if', 'youre', 'disabled', '–', 'on', 'average', 'pound', 'number', 'a', 'month', 'says', 'policy', 'and', 'research', 'director', 'anna', 'bird']	http://www.independent.co.uk/news/uk/home-news/disabilities-minister-penny-mordaunt-dwp-block-benefit-payments-160000-people-emergency-pip-bill-a7598391.html	IndependentUK
37	1487971880	['ukip', 'divisions', 'emerge', 'as', 'nigel', 'farage', 'says', 'stoke', 'by', 'election', 'focus', 'should', 'have', 'been', 'on', 'immigration']	['former', 'leaders', 'intervention', 'comes', 'amid', 'questions', 'over', 'paul', 'nuttalls', 'leadership']	http://www.independent.co.uk/news/uk/politics/ukip-nigel-farage-paul-nuttall-stoke-by-election-immigration-a7598601.html	IndependentUK
38	1487971740	['labour', 'heading', 'for', 'worst', 'defeat', 'since', 'number', 'senior', 'party', 'figure', 'says']	['labour', 'frontbencher', 'predicts', 'party', 'is', 'on', 'course', 'to', 'take', 'fewer', 'than', 'number', 'seats', 'at', 'the', 'next', 'general', 'election']	http://www.independent.co.uk/news/labour-loses-copeland-by-election-heading-for-worst-defeat-since-1930s-a7598586.html	IndependentUK
39	1488035400	['woman', 'charged', 'after', 'boy', 'three', 'killed', 'by', 'dog']	['a', 'woman', 'has', 'been', 'charged', 'with', 'owning', 'a', 'dangerously', 'out', 'of', 'control', 'dog', 'following', 'the', 'death', 'of', 'a', 'three', 'year', 'old', 'boy', 'in', 'august', 'number']	http://news.sky.com/story/woman-charged-with-dog-offence-after-three-year-old-boys-death-10781563	SkyNewsUK
40	1487975820	['cctv', 'shows', 'hit', 'and', 'run', 'driver', 'mowing', 'down', 'teen']	['cctv', 'footage', 'has', 'emerged', 'of', 'the', 'moment', 'a', 'motorist', 'mounted', 'a', 'pavement', 'and', 'drove', 'into', 'a', 'teenage', 'girl', 'before', 'speeding', 'away']	http://news.sky.com/story/cctv-shows-hit-and-run-driver-mowing-down-teen-in-birmingham-10780736	SkyNewsUK
41	1488018840	['sacked', 'ranieri', 'bids', 'final', 'farewell', 'to', 'leicester']	['leicester', 'city', 'manager', 'claudio', 'ranieri', 'has', 'left', 'the', 'clubs', 'training', 'ground', 'for', 'the', 'last', 'time', 'after', 'saying', 'goodbye', 'to', 'players', 'and', 'staff']	http://news.sky.com/story/claudio-ranieri-arrives-at-leicester-to-say-goodbye-to-staff-and-players-10780954	SkyNewsUK
42	1487994600	['squatters', 'evicted', 'over', 'palace', 'security', 'risk']	['squatters', 'who', 'were', 'branded', 'a', 'possible', 'risk', 'to', 'the', 'queens', 'security', 'have', 'been', 'evicted', 'in', 'a', 'stealth', 'mode', 'operation']	http://news.sky.com/story/squatters-braced-for-eviction-over-buckingham-palace-security-10780839	SkyNewsUK
43	1487989260	['toxic', 'air', 'endangering', 'childrens', 'health']	['tens', 'of', 'thousands', 'of', 'children', 'in', 'a', 'quarter', 'of', 'london', 'schools', 'are', 'being', 'exposed', 'to', 'illegal', 'levels', 'of', 'air', 'pollution', 'that', 'can', 'cause', 'lifelong', 'health', 'problems', 'a', 'study', 'has', 'found']	http://news.sky.com/story/pollution-study-tens-of-thousands-of-children-breathing-in-toxic-air-10780834	SkyNewsUK
44	1487972700	['card', 'killer', 'is', 'finger', 'pay', 'the', 'new', 'contactless']	['camden', 'market', 'in', 'north', 'london', 'a', 'swirl', 'of', 'people', 'hunting', 'for', 'bargains', 'trends', 'and', 'photo', 'opportunities', 'and', 'amid', 'it', 'all', 'is', 'a', 'chance', 'to', 'see', 'the', 'future']	http://news.sky.com/story/paying-for-a-pint-with-your-finger-the-tech-that-could-kill-off-cards-10780629	SkyNewsUK
45	1488024780	['tom', 'watson', 'says', 'labour', 'has', 'to', 'do', 'better']	['labours', 'deputy', 'leader', 'tom', 'watson', 'has', 'told', 'supporters', 'the', 'party', 'has', 'to', 'change', 'but', 'stressed', 'this', 'is', 'not', 'the', 'time', 'for', 'a', 'leadership', 'election']	http://news.sky.com/story/tom-watson-labour-has-to-do-better-but-corbyn-should-stay-10781044	SkyNewsUK
