	time	title	summary	link	source
75	1488203297	bush number on trump travel ban a bedrock of our freedom is the right to worship freely	monday on today former president george w bush was asked to offer his thoughts on president donald trumps executive order halting immigration from seven predominantly muslim countries bush emphasized to host today host matt the importance to worship freely i think its very important for all of us to recognize one of our great strengths is for people to be able to worship the way they want to or not worship at all bush said the bedrock of our freedom a bedrock of our freedom is the right to worship freely and i you see i understood right off the bat matt this that is an ideological conflict and people who murder the innocent are not religious people they want to advance an ideology and weve faced those in the past bush went on to say it was hard to fight the war on terror in retreat referring to the united states decision to leave the middle east during president term later when pressed on whether or not he approved or disapproved of the policy bush refrained i am for an immigration policy thats welcoming and upholds the law he added follow jeff poor on	http://feedproxy.google.com/~r/breitbart/~3/Sf61utZE4qc/	Breitbart
76	1488203976	bush its hard to unify the country with the media being so split up	in an appearance monday on today former president george w bush was asked by show host matt about president donald trumps pledge to unify the nation first of all theres only within been one month in office you know hes got four years he said secondly i have to take the man at his word that he wants to unify the country well see if hes able to do so its hard to unify the country with the media being so split up when i was president you mattered a lot more because there were three of you and now theres all kinds of information being bombarded out and people can say things anonymously and its just a different world when asked if he ever considered the media to be an enemy of the people as trump had alleged bush stressed the importance of the media to hold those in power accountable i considered the media to be indispensable to democracy bush continued that we need an independent media to hold people like me to account i mean power can be very addictive and it can be corrosive and its important for the media to	http://feedproxy.google.com/~r/breitbart/~3/Vg1D3ZPvVU4/	Breitbart
77	1488209283	watch college hockey player leaves penalty box fights referee	with number seconds remaining in junior college athletic association championship game community college hockey player left the penalty box and went after a referee sunday freshman defenseman brandon day attacked the referee while his team was trailing number number to dakota college at after the attack officials decided to call the game which end of the hockey championship due to lack of competition per a report by day was taken into custody and charged with assault for his attack follow baker on twitter	http://feedproxy.google.com/~r/breitbart/~3/fnk1sZJd_Hc/	Breitbart
78	1488210933	wrestler receives testosterone treatments wins girls state wrestling championship	mack a number year old boy from texas has won the texas state girls wrestling championship that title caps off an undefeated season for who went number number	http://feedproxy.google.com/~r/breitbart/~3/YFb78oil0Ww/	Breitbart
79	1488186396	pics mexicans build wall of hope protest outside us embassy	a small group of mexican women and their supporters have built a wall of hope outside the us embassy in london in protest at president donald j trumps plans to build a wall along the us mexican border	http://feedproxy.google.com/~r/breitbart/~3/PcfbODWBj6I/	Breitbart
80	1488202005	dallas ft worth schools join sanctuary trend	the school districts of dallas and fort worth are the latest in texas to draft sanctuary policies pledging to make their campuses safe spaces for migrant students and their families even though federal law already protects them in public schools	http://feedproxy.google.com/~r/breitbart/~3/Ug3jg5f702g/	Breitbart
81	1488185173	race faker jobless on food stamps nearly homeless	two years after being exposed as a white woman posing as a black civil rights champion former branch president is jobless welfare dependent and a month away from being homeless	http://feedproxy.google.com/~r/breitbart/~3/ZAtvvRMSOpI/	Breitbart
82	1488200091	tesla resigns analysts worry company soon out of cash	some analysts fear tesla will either be financially insolvent in four months or have to sell huge amounts of stock to stay afloat	http://feedproxy.google.com/~r/breitbart/~3/EdUc40r8yJg/	Breitbart
83	1488191736	jewish cemetery attacked by vandals in philadelphia	vandals have broken and overturned more than number gravestones at a jewish cemetery in philadelphia the latest in a spate of recent bomb threats and attacks against sites for jews across the united states	http://feedproxy.google.com/~r/breitbart/~3/QTqCH5-ZS0Q/	Breitbart
84	1488201340	yad calls on amazon to stop selling holocaust denial books	tel holocaust memorial yad has called on amazon to stop selling holocaust denial books charging the retail giant of promoting anti semitism and hate speech	http://feedproxy.google.com/~r/breitbart/~3/-ND3eXdGQsQ/	Breitbart
